image_id,obs_day,obs_hour,obs_min,obs_sec,image_category,width,height,aspect_ratio,description1,description2,camera_make,camera_model,iso,aperture_value,focal_length,exposure_time,total_days,stats_downloads,high_word_count,high_color_count,high_weighted_word_count
7e9e7357e6,Monday,1,13,19,1,4464,2976,1.5,Cheat Lake in the winter,landscape photo of trees near body of water,panasonic,DMC-GH4,200.0,13.0,35.0,0.04,2273,5175,17,0,9055.347221583224
f227e480f8,Thursday,0,14,13,1,3992,2242,1.78,,top view of the beach,dji,FC220,100.0,2.2,4.7,0.01,1402,3125,20,0,6903.917466687117
b5a3132b22,Wednesday,23,47,7,1,3059,4588,0.67,,silhouette of mountain and pine trees,nikon,NIKON D5300,100.0,7.1,86.0,0.00625,1381,5596,21,0,6762.851111387404
defb70bae6,Sunday,20,15,12,1,6000,4000,1.5,"I used a cut-open plastic bottle to pour the paint. First black, then the cold, then the warm :)",,canon,Canon EOS 77D,100.0,11.0,50.0,0.5,1434,22382,6,2,6349.921869361241
b240e58dc4,Thursday,17,41,50,1,6000,3750,1.6,Follow me on IG @MichaelRFenton,,sony,ILCE-6500,200.0,1.6,30.0,0.004,1577,3987,10,0,6464.380073499084
522558c1ab,Tuesday,13,31,16,1,2575,3863,0.67,,,fujifilm,X-T3,320.0,2.0,90.0,0.0004,1313,26992,5,0,6361.21601459426
5d8ad2107c,Sunday,6,45,26,1,3648,5472,0.67,,pineapple fruit on yellow surface,canon,Canon EOS 6D,800.0,3.5,42.0,0.008,1049,10596,0,2,5809.809579999741
9ef55ad546,Thursday,8,31,22,1,6016,4000,1.5,,person holding Into the Wild by Jon Krakauer book on brown grass field during day,nikon,NIKON D3200,100.0,5.6,55.0,0.00125,1276,800,4,1,5722.785909106121
39201fb911,Thursday,10,58,31,1,5184,3456,1.5,Refuge du Find des Fours.,house on the hill at daytime,canon,Canon EOS 700D,200.0,3.5,20.0,0.008,1262,2034,20,0,6823.2028806838025
e2e404fb65,Friday,5,45,16,1,3840,5760,0.67,,green-leafed tree macro photography,canon,Canon EOS 5D Mark III,100.0,1.8,45.0,0.0111111111111111,1282,1313,10,0,6503.953697825895
fe9500c68d,Sunday,14,43,11,1,2993,3991,0.75,,,dji,FC330,100.0,2.8,3.6,0.0020408163265306,1147,486,10,1,6327.999035804055
710dd9905a,Friday,14,24,8,1,3096,2063,1.5,Painted Hills,brown rock formation,canon,Canon EOS 7D,100.0,9.0,35.0,0.0025,1240,991,12,0,6223.999218315271
265dfb6dc1,Tuesday,15,55,14,1,3419,5129,0.67,,brown grass field under cloudy sky,sony,ILCE-7M3,100.0,1.8,50.0,0.0015625,1271,916,21,0,6877.843024312121
ff9870d059,Monday,18,57,8,1,7200,4800,1.5,Rugged mountains and blue sky,photo of mountain,nikon,NIKON D800,100.0,11.0,28.0,0.0125,2826,26282,18,2,9309.605532279566
dec6db9d27,Monday,8,1,47,1,2992,3992,0.75,,white and blue stone vector art,dji,FC220,100.0,2.2,4.7,0.005,1573,11657,14,3,6615.249933353706
d0e621161d,Wednesday,1,4,45,1,3447,4309,0.8,"This little guy was lurking around a brickyard, near the ranch that I usually visit when I ride my bike around my hometown's outskirts",focus photography of black cat,sony,A6000,250.0,1.8,30.0,0.0016666666666666,1445,1466,1,0,5679.472810053733
48ba95fcb7,Friday,4,10,20,1,2136,3200,0.67,Cinereous vulture,gray and white bird on brown tree branch during sunset,nikon,NIKON D810,640.0,4.0,500.0,0.002,1065,10538,7,0,6310.353938926673
689022352f,Sunday,22,47,31,1,3891,5836,0.67,Man fishing from the rocks during sunrise. Follow me on insta @bailey.shoots,person standing on gray rock formation near body of water during daytime,sony,ILCE-7M3,100.0,1.4,35.0,0.0005,1013,1305,25,0,6888.595409846079
52a9d96f9f,Saturday,20,39,13,1,4537,3407,1.33,Boat’s bow on a lake,grey canoe on calm body of water near tall trees at daytime,panasonic,DMC-GX7,200.0,4.5,24.0,0.001,2772,44057,9,4,8237.722459974366
44ae83d302,Thursday,19,20,46,1,6000,7644,0.78,"enjoy this vibe. - blurry leaf, sunset",silhouette of plants,olympus,OMD EM5 ii,554.725571381252,1.8,25.0,3.538531127046335,1213,2638,21,3,6750.799217096911
624fb3dc24,Wednesday,7,13,57,1,4000,6000,0.67,,green leaf,canon,Canon EOS 80D,100.0,1.8,50.0,0.00025,1263,2568,10,2,6404.566646537717
9f668a49ad,Tuesday,6,42,24,1,2765,1843,1.5,,person standing on rocky mountain during daytime,sony,ILCE-6000,100.0,7.1,30.0,0.0015625,1110,1638,13,0,6376.887004602231
d8dd85b6d2,Tuesday,4,5,8,1,4000,6000,0.67,,,sony,ILCE-6300,1600.0,2.8,16.0,0.004,1495,1198,4,1,5928.134870598619
dd835328e5,Sunday,19,10,31,1,6000,3376,1.78,,woman kissing dog,sony,ILCE-6000,125.0,1.8,50.0,0.002,1329,3458,4,0,5977.215727354078
8aac96c7bf,Monday,1,51,25,1,3286,4849,0.68,Working bee. A busy bee visits a sunflower for pollen and nectar.,yellow bee,nikon,NIKON D750,640.0,8.0,90.0,0.00025,1356,2693,2,1,5874.579824262925
7675e9123c,Tuesday,5,51,37,1,4137,5615,0.7399999999999999,,black charger adapter,canon,Canon EOS 5D Mark IV,200.0,5.6,50.0,0.0125,1166,871,3,0,5578.947667693269
db4259fc06,Thursday,6,52,14,1,4000,6000,0.67,ripples,body of water painting,canon,Canon EOS 5D Mark II,1600.0,1.4,50.0,0.002,2179,27984,5,0,8754.534776853252
41cdc607e5,Friday,19,57,7,1,4024,6048,0.67,,man in brown jacket sitting on brown wooden bench during daytime,nikon,NIKON Z 6,320.0,3.2,50.0,0.001,1030,4673,5,0,5854.74248504123
1309fa75c7,Monday,21,0,54,1,4000,6000,0.67,,grayscale photography of sand,fujifilm,X100F,250.0,2.8,23.0,0.001,1517,76628,8,0,6490.899803400821
f516452970,Thursday,10,9,49,1,2644,3966,0.67,Northern Lights in Lofoten,silhouette of man facing body of water under white clouds at golden hour,sony,ILCE-7SM2,8000.0,4.0,16.0,30.0,1927,2089,19,0,9168.198713713053
09c102e69e,Tuesday,10,44,56,1,4094,2832,1.45,,mountain beside lake,sony,ILCE-7RM2,1250.0,2.0,28.0,0.000125,1159,15972,17,0,6822.96726228481
77991ea097,Wednesday,21,47,38,1,3456,5184,0.67,,blue smoke clip art,canon,Canon EOS 600D,100.0,9.0,43.0,5.0,1521,67404,5,8,6159.968525905427
134224395d,Sunday,21,34,38,1,5288,3525,1.5,Follow my Instagram @karsten.wuerth,gray and black mountains under cloudy sky during daytime,ricoh,PENTAX K-S2,100.0,11.0,18.0,0.4,2351,13795,23,3,6844.794434525842
1426619bb1,Wednesday,0,56,22,1,3872,2592,1.49,The Glacier,mountain covered of snow,nikon,NIKON 1 V1,400.0,4.2,55.1,0.00025,2138,6829,12,0,9683.90598960188
b5debf55f4,Monday,19,3,3,1,3648,5472,0.67,,aerial view photography of mountain,canon,Canon EOS 70D,500.0,8.0,50.0,0.0005,1489,20075,14,0,6832.635572467187
a1cd7fa627,Tuesday,17,49,30,1,6000,4000,1.5,,man sitting on rock,canon,Canon EOS 80D,125.0,2.8,30.0,0.002,1152,1171,19,1,6794.530274948192
f7d8b84f26,Sunday,15,41,18,1,4000,5000,0.8,,brown rocky mountain under blue sky during daytime,canon,Canon EOS 750D,100.0,2.8,24.0,0.004,1119,1714,18,1,6611.415032650835
6fb29800f7,Friday,12,35,40,1,3939,5908,0.67,,man standing near brown building,sony,ILCE-7M2,100.0,5.6,50.0,0.003125,1387,1108,0,0,5287.167251055478
03d7aa328a,Friday,8,3,4,1,4160,6240,0.67,Cloud Forest Conservatory - Singapore,time-lapse photography of flowing manmade waterfall,canon,Canon EOS RP,100.0,4.0,16.0,0.003125,1282,1122,4,0,6073.6348773316995
4799197436,Friday,14,35,13,1,4000,6000,0.67,,two people holding hands and flower,canon,Canon EOS M5,250.0,5.6,24.0,0.002,1156,1138,0,0,5410.216026477763
eab8b18189,Thursday,6,32,36,1,3500,2333,1.5,"Morning wilderness flower grass meadow. Made with Canon 5d Mark III and analog vintage lens, Leica Elmarit-R 2.8 135mm (Year: 1987)",white dandelion in close up photography,canon,Canon EOS 5D Mark III,50.0,2.8,135.0,0.003125,1031,1913,6,2,6060.850124686318
4ea1711933,Monday,1,16,58,1,5568,3712,1.5,,selective focus photo of black duck,nikon,NIKON D500,100.0,5.6,500.0,0.00625,1454,2378,6,1,6187.402342881245
0913b83167,Sunday,3,40,22,1,4000,6000,0.67,,,sony,ILCE-7M3,800.0,2.8,49.0,0.002,1147,2757,4,1,5939.9851260633395
bbe1427e88,Sunday,8,23,1,1,2574,3861,0.67,,selective focus photography of purple-petaled flowers,canon,Canon EOS 5D Mark II,100.0,1.4,50.0,0.0005,1301,988,4,1,6009.411668121114
1c0576d5d5,Friday,7,29,30,1,4216,6324,0.67,Beautiful Blue coral. #maldivesislands #maldives #maldivify #instago #maldives_ig #travelcaptures #nature #ig_global_life #oceanholic #moodhu #asiatravel #excusethehashtags #islandlife #beachesnresorts #bestplacestogo #travelinspiration #holidaypictures,blue and white fur textile,olympus,TG-5,200.0,2.8,4.5,0.01,1065,3334,18,2,6824.579619065654
aef694e3aa,Saturday,10,18,0,1,6000,4000,1.5,Winter in the fields,landscape photography of field,sony,ILCE-6000,100.0,11.0,19.0,0.0125,2282,14414,14,2,9235.604412117671
3dace69fca,Wednesday,17,9,41,1,5184,3456,1.5,Hike in the green mountains,two person walking on concrete road in forest during daytime,canon,Canon EOS 600D,200.0,5.6,37.0,0.002,2495,14894,16,2,8874.517010764404
7874398bc8,Thursday,2,11,43,1,6720,4480,1.5,Cheetah in the Serengeti,brown and black leopard lying on brown grass field during daytime,canon,Canon EOS 5D Mark IV,125.0,4.0,200.0,0.005,1066,1181,5,0,5995.674303471262
5aef2e14f4,Sunday,2,47,45,1,4016,4016,1.0,,Northern lights during night time,nikon,NIKON D610,3200.0,4.0,16.0,5.4,2715,168464,8,3,8964.843876066398
e3a83edf65,Tuesday,21,19,33,1,8192,5461,1.5,,black island surrounded by water,canon,Canon EOS 5DS,200.0,2.8,24.0,25.0,1425,4006,21,2,6875.209240804945
bda3039e8c,Friday,20,45,32,1,8192,5461,1.5,patrick hendry,snow-covered mountain,canon,Canon EOS 5DS,160.0,5.6,135.0,0.0002,1478,1755,15,0,6702.044653885645
e02479d460,Thursday,17,10,27,1,5427,4016,1.35,,white flowers in snow ball,nikon,NIKON D750,200.0,4.0,105.0,0.005,1325,4479,11,2,6405.851472284155
7d1826e99f,Sunday,15,3,49,1,4816,3853,1.25,Pumpkin Lit,assorted-color petaled flowers centerpiece on table,nikon,NIKON D610,100.0,1.8,50.0,0.002,1588,2285,2,1,5897.321118945286
682880ac70,Monday,20,12,20,1,6000,4000,1.5,Georgia mountains,landscape photo of snow covered mountain,fujifilm,X-T20,320.0,4.0,55.0,0.0005882352941176,1384,2919,15,1,6680.614213152335
585d6813ed,Monday,20,8,46,1,2902,4353,0.67,"Lake Bled, Slovenia during a foggy sunrise",lone islande,sony,ILCE-7M2,250.0,2.8,44.0,0.0005,1286,1168,20,0,7080.034566040852
fcfe60640b,Friday,14,25,15,1,4069,3292,1.24,,two brown owls on pet tank,canon,Canon EOS 7D,800.0,4.0,130.0,0.0008,1450,2293,2,0,5767.894906536194
bceb60b4f2,Sunday,9,5,27,1,6036,4024,1.5,,white desk globe,nikon,NIKON Z 6,1000.0,1.4,85.0,0.02,1448,3543,2,0,5690.386926721097
6053274bdd,Friday,16,34,49,1,3872,2592,1.49,"I've never taken photos of flowers, but lockdown has got me enjoying being in nature. I've got really into using a plant identifier app, these are campion :)",pink flowers in clear glass vase,nikon,NIKON D3000,400.0,3.2,50.0,0.0333333333333333,1030,1056,2,0,5848.439650791999
8ab9c4f158,Sunday,18,57,29,1,3739,5623,0.66,Tabby seen from high angle,gray tabby cat sitting on gray floor,nikon,NIKON D3200,100.0,1.8,50.0,0.0015625,2162,4691,3,0,7608.38819063491
c5c1c4dd84,Sunday,2,13,23,1,6016,4016,1.5,A mountain covered in snow near clouds,snow covered mountain,nikon,NIKON D750,100.0,5.0,155.0,0.0008,2106,5932,12,2,8981.148133573195
85a29cca7d,Saturday,23,18,34,1,3024,4032,0.75,Tulips after rain,pink-petaled flowers,apple,iPhone 7,20.0,1.8,4.0,0.0018083182640144,1161,659,2,3,5802.95331565217
bb3095092d,Saturday,14,0,48,1,3143,4191,0.75,BANANA FLOWER | Ready to be cleaned and prepared for cooking.,banana stalk heart,panasonic,DMC-FZ100,100.0,4.0,14.4,0.0333333333333333,1218,1992,0,0,5804.228565117621
0d493bc523,Monday,20,11,23,1,3456,5184,0.67,,pink concrete building,canon,Canon EOS 700D,3200.0,22.0,18.0,0.025,1307,1099,2,0,5853.649577769336
839bdc954c,Saturday,12,51,8,1,2992,3992,0.75,Walking in the summer times,brown wooden docks,dji,FC220,140.0,2.2,4.7,0.01,1358,76534,25,0,7235.30215692885
c9969979be,Tuesday,21,10,22,1,4000,6000,0.67,,person standing at the beach during golden hour,nikon,NIKON D3400,100.0,2.2,19.0,0.00025,1215,3037,20,0,6629.250998104864
3e83fbd57c,Monday,20,18,26,1,4160,5200,0.8,african grey beauty,gray and orange bird on persons hand,canon,Canon EOS 6D Mark ll,100.0,4.0,50.0,0.01,1132,1323,3,2,5943.390358500927
f926f83fbb,Wednesday,6,5,37,1,2832,4240,0.67,,blue milky way,sony,ILCE-7SM2,4000.0,8.0,16.0,30.0,1270,1529,7,0,6124.246618760076
d332b21fdd,Wednesday,16,42,8,1,5568,3712,1.5,Silver Ape in a zoo enclosure,black gorilla beside stone,nikon,NIKON D500,20000.0,7.1,125.0,0.005,1249,7008,4,0,6315.921801202233
6a98dbe42f,Sunday,5,48,41,1,2832,4256,0.67,,low angle photography of coconut tree,nikon,NIKON D700,1000.0,5.0,18.0,0.01,1210,765,6,1,6181.175837236426
3bfc17bd09,Saturday,8,51,34,1,3576,5375,0.67,,green palm tree under white sky during daytime,nikon,NIKON Z 6,500.0,4.5,50.0,0.000625,1141,257,6,0,6100.822800676357
f373210be6,Wednesday,12,42,45,1,4200,2800,1.5,,green-leafed tree,sony,ILCE-7M3,50.0,5.0,35.0,30.0,1396,3012,13,0,6751.060950803994
06e9a302c6,Saturday,12,44,21,1,2246,4000,0.56,,aerial photography of river beside snow field,dji,FC220,100.0,2.2,4.7,0.00125,1519,4201,15,4,6548.524807562658
b8ae7f8eb9,Thursday,18,26,43,1,5472,3648,1.5,,white clouds,canon,Canon EOS 70D,100.0,2.8,75.0,0.008,2025,3904,7,2,9552.900897090578
d2fb119ce0,Tuesday,20,26,6,1,6000,4000,1.5,,green cactus plant,sony,ILCE-7,800.0,4.5,49.0,0.004,1404,1546,2,0,5600.372557097613
0b47fd8cfc,Monday,15,6,31,1,6240,4160,1.5,Gooooood moooorning!,sun shining on forest,canon,Canon EOS 6D Mark II,100.0,1.6,20.0,0.004,1335,2879,15,1,6570.803632195543
107997258b,Saturday,11,34,22,1,3840,5760,0.67,,snow covered mountain during daytime,canon,Canon EOS 5D Mark III,100.0,5.6,85.0,0.002,1092,15550,17,0,6676.657307169931
80f162037c,Thursday,20,53,21,1,3024,4032,0.75,Thank you for downloading! If you'd like to help support Venmo: Rubengutierrez_,brown rock formation under white clouds during daytime,apple,iPhone 8 Plus,20.0,2.8,6.6,0.0008695652173913,1066,2330,21,0,6750.163579984708
428d77e89d,Wednesday,17,10,45,1,4000,6000,0.67,Tall Trees.,woman standing on forest,sony,ILCE-7M3,200.0,1.8,55.0,3.538531127046335,1382,1643,7,0,6225.919955788498
6b92153996,Tuesday,15,59,12,1,6016,4016,1.5,,trees flowering pink flowers blooming,nikon,NIKON D750,100.0,5.6,120.0,0.002,1446,1335,3,3,5942.299039431763
e4b5be4b40,Tuesday,23,42,7,1,5631,3754,1.5,Angus the photogenic Husky x Lurcher at Clandeboye Estate during his pet photoshoot,black and white short coated dog sitting on green grass during daytime,sony,ILCE-7M2,160.0,2.8,55.0,0.005,1074,1321,4,4,5963.2308244467085
d8903753bd,Tuesday,23,36,34,1,4000,6000,0.67,"Black and white photo of climate march protest in Melbourne, Australia",grayscale photo of people walking on street,sony,ILCE-7M3,160.0,5.0,35.0,0.005,1116,1017,2,0,5826.9178426454255
24afa7aa3d,Tuesday,12,23,46,1,4475,2978,1.5,An Eastern Tailed-blue sits on a small plant in a very light colored field as the sun sets in the sky behind it.,butterfly perched on petaled flower,nikon,NIKON D4S,1250.0,3.5,105.0,0.003125,1530,40936,10,1,6331.97057262871
fe7eaf5d1c,Friday,15,7,43,1,6000,4000,1.5,,shallow focus photography of green-leafed plant,nikon,NIKON D7200,100.0,5.0,55.0,0.0015625,1275,1272,13,0,6796.209527528007
e52b776d2f,Friday,13,36,7,1,2304,1536,1.5,River by a mountain glacier,mountain covered snow,nikon,NIKON D3100,100.0,4.0,22.0,0.0003125,2696,15061,10,6,9327.597670447822
2d90801ae9,Monday,8,7,18,1,4896,2760,1.77,Dry and Desolate,pathway leading to city,fujifilm,X-T10,200.0,16.0,27.0,0.0028571428571428,2175,7393,6,0,8401.972534074914
8ab42a16d8,Friday,13,43,16,1,3648,2918,1.25,,chocolate Labrador retriever puppy lying on brown textile,canon,Canon EOS 6D,1250.0,4.0,70.0,0.002,1464,2204,2,0,5513.833357256963
0c39c5bc8d,Friday,13,45,1,1,3500,2333,1.5,Sea Rocks at Ballintoy on an overcast afternoon.,rocky shore with water falls,fujifilm,X-T1,200.0,16.0,14.0,25.0,1030,6114,22,1,6723.599628279569
e38fa97b0e,Sunday,0,24,6,1,3563,2392,1.49,,green leaf plant close-up photography,nikon,NIKON D750,100.0,22.0,42.0,0.0666666666666666,1322,2339,5,3,6193.270041637278
1601bfd3ac,Friday,0,34,37,1,2976,3968,0.75,,aerial view of rocks near body of water,dji,FC1102,100.0,2.6,4.5,0.00625,1478,21559,20,5,7118.562423713703
9e824fc73b,Friday,16,48,38,1,4016,6016,0.67,,macro photography of gray and brown leaves,nikon,NIKON D600,50.0,1.4,35.0,0.003125,1191,17507,13,0,6660.845692600693
54634eee5e,Wednesday,10,21,2,1,6000,4000,1.5,,white and black bird under blue sky,sony,SLT-A77V,800.0,11.0,50.0,0.00025,2859,11547,4,5,7951.424268843623
cf8a46870a,Monday,17,2,22,1,2750,1833,1.5,,man in blue board shorts with dog walking at the shore,nikon,NIKON D3400,100.0,9.0,40.0,0.004,1566,1672,10,3,6561.885210967467
add4fdd43c,Tuesday,1,20,13,1,3712,2475,1.5,,two long-coated black and beige dogs,apple,iPhone 11,125.0,1.8,4.2,0.0125,1236,1535,5,1,6047.514441179344
5988c693c1,Saturday,7,47,33,1,4032,3024,1.33,,silhouette photography of mountain near ocean,samsung,SM-G935F,40.0,1.7,4.2,0.0014084507042253,1309,1493,26,1,7022.633434256735
f8fc700e8d,Sunday,18,16,23,1,5314,3543,1.5,The last leaf,brown leaf,canon,Canon EOS 6D,500.0,3.2,67.0,0.005,1189,4680,7,0,6258.280512510103
737ed942d9,Monday,17,54,3,1,8688,5792,1.5,Drone view of a night sky,time lapse photography of cars and road,canon,Canon EOS 5DS,100.0,16.0,24.0,540.0,2196,8533,13,0,7940.418635139132
87a32a642e,Friday,22,51,19,1,3755,5632,0.67,The famous Seljalandsfoss on Iceland. Luckily captured without people around it..,waterfalls on green moss covered rock,sony,ILCE-7M3,200.0,2.8,24.0,0.0125,1099,7814,24,1,6908.307784434697
4967aa95c0,Tuesday,3,2,9,1,4000,6000,0.67,"have a photoshoot in Ranca Upas located in Ciwidey, Indonesia. Found this awesome place with a deer inside it",brown deer,sony,ILCE-7M2,100.0,2.8,35.0,0.00125,1376,886,0,0,5590.841173838642
40505a5257,Thursday,0,57,29,1,4654,3103,1.5,,silhouette of flowers during sunset,fujifilm,X-T1,2000.0,6.4,56.0,0.0022222222222222,2452,7262,22,0,8995.976089375528
9d6fbe3c40,Monday,15,57,12,1,3522,4402,0.8,,green pine trees under white sky,nikon,NIKON Z 6,640.0,4.5,200.0,0.002,1132,10040,11,2,6496.361156987326
197f3e3558,Monday,7,26,56,1,5075,3383,1.5,,black dog walking on snow,canon,Canon EOS 650D,200.0,3.2,50.0,0.000625,1461,2778,11,0,6534.2888695933525
25acec35dc,Friday,12,13,43,1,3456,4608,0.75,,silhouette of man sitting during sunset,huawei,INE-LX1,50.0,2.2,3.8,0.0005,1464,10939,19,0,6610.127116247552
7f3cb30965,Saturday,18,7,19,1,3648,5472,0.67,,brown trees near mountains under cloudy sky,canon,Canon EOS 6D,100.0,6.7,85.0,0.008,1505,1530,17,3,6598.706244292614
414dcf17dd,Monday,17,59,25,1,4288,2848,1.51,Sandvika fall day,brown wooden bench near body of warter,fujifilm,FinePix X100,800.0,10.0,23.0,0.0015625,2700,81100,14,2,8632.452213772072
512143e083,Saturday,20,36,13,1,4000,6000,0.67,,white stone lot,sony,ILCE-7M2,100.0,5.0,50.0,0.00625,1330,1803,4,0,5927.0516532531365
fb2d07fa8d,Sunday,18,49,14,1,5000,3335,1.5,,gray and yellow bird standing on tree branch,canon,Canon EOS 5D Mark IV,1600.0,3.2,300.0,0.00125,1427,8770,6,2,6377.149912494517
bae51057dd,Tuesday,20,4,42,1,3648,5472,0.67,,2 men riding horse on dirt road during daytime,canon,Canon EOS 6D,320.0,3.2,200.0,0.00125,1117,918,6,0,6212.071823467038
000ad1b637,Wednesday,18,44,38,1,5461,8192,0.67,,river in deep gorge between rock faced hills,nikon,NIKON D850,200.0,5.6,70.0,0.0166666666666666,1557,13726,17,1,6854.478455694429
74b565314b,Tuesday,10,1,47,1,4160,6240,0.67,"Millie, the Cocker Spaniel self-isolating during the Coronavirus outbreak.",brown long coated small dog lying on white textile,fujifilm,X-T3,500.0,2.0,35.0,0.0166666666666666,1054,5416,4,0,6005.162531473416
08aa9c4e96,Monday,10,19,20,1,5370,3580,1.5,,monkey sitting inside a cage,sony,ILCE-7M2,100.0,1.6,35.0,0.0025,1440,2892,0,0,5490.976063039593
2213e4e467,Thursday,3,1,44,1,6000,4000,1.5,Wild flowers of Colorado,white-petaled flower,sony,ILCE-7M3,400.0,5.6,90.0,0.00625,1325,2050,1,0,5911.956338022127
495b1291bb,Thursday,4,12,54,1,5760,3240,1.78,Each year I find myself in the midst of snowy wilderness skiing down slopes with a group of great friends. These images are collections I find to be the most beautifully captured of the incredible creation I was surrounded by // follow me on Instagram @jknepp,,canon,Canon EOS 5D Mark III,200.0,5.6,200.0,0.0003125,1577,3927,13,0,6519.029551432131
8f4f8dcf72,Monday,8,46,29,1,5975,3989,1.5,Magic of the northern lights near Tromsø - Norway,brown trees during nighttime,nikon,NIKON D750,500.0,4.0,24.0,15.0,1573,2054,18,0,6734.280350433796
00c964af1a,Thursday,3,31,10,1,3264,4897,0.67,,pink petaled flower,canon,Canon EOS REBEL SL1,250.0,5.6,300.0,0.002,1402,1301,1,2,5870.6653938145855
677e1fc454,Sunday,0,2,22,1,3200,1800,1.78,,ocean water during daytime,canon,Canon EOS 60D,200.0,4.0,50.0,0.0005,2715,71272,18,1,9478.700165212453
80f2067697,Thursday,0,41,45,1,5472,3648,1.5,"Around 3 in the morning we had to take a bus that would take us to Asungate, the road was a challenge but the landscape that I could get was incredible.",brown horse eating grass near mountains,canon,Canon EOS 70D,100.0,4.5,35.0,0.0004,1563,1471,14,0,6292.02978556532
daabfdfd33,Thursday,3,47,9,1,3946,2618,1.51,We were pretty glad we were driving slow on our way home from a camping expedition in the mountains of Santa Barbra. This little guy (maybe only a hand’s width big) was crossing a bridge that ran over a small stream. We pulled over to check him out and give him a headshot. We did learn a while back that you shouldn’t move turtles out of the road because they might get scared and pee and then become dehydrated and die… but that might just be for turtles in the desert of Joshua Tree.,brown tortoise on brown sand,canon,Canon EOS 6D,320.0,4.0,93.0,0.00025,2235,16350,1,1,6639.001176518317
3d87080a55,Sunday,20,34,39,1,5144,3429,1.5,Greece,gray and black rock formation near body of water,fujifilm,X-T20,200.0,5.6,55.0,0.008,1245,1998,22,0,6809.985492938786
7ff376b112,Saturday,1,1,43,1,5616,3744,1.5,Light Keyhole,brown sea cave,canon,Canon EOS 5D Mark II,200.0,8.0,70.0,0.025,1218,2726,16,2,6716.152967085689
8a7d9d09fd,Tuesday,20,17,24,1,3456,4608,0.75,,house covered with vines,olympus,E-M10MarkII,1250.0,4.9,28.0,0.000625,1726,2231,6,0,7632.980531957929
23e4d7cb75,Tuesday,9,53,10,1,2584,4592,0.56,,sand shore during day,panasonic,DMC-G70,200.0,6.3,32.0,0.004,1362,1081,17,0,6635.092120773412
19661369a6,Saturday,0,10,23,1,2500,2215,1.13,Stranger Things,woman holding Coca-Cola bottle,fujifilm,X-T3,800.0,1.8,18.0,0.00625,1344,1343,0,3,5071.2210665231205
b352bd55d5,Friday,18,51,14,1,3024,4032,0.75,,brown horse on pathway,apple,iPhone 11 Pro Max,32.0,2.0,6.0,0.0081967213114754,1156,600,0,1,5353.985154522475
63e3780cfe,Tuesday,10,40,37,1,2479,3099,0.8,Presumably a shepherds cabin in the Norwegian mountains.,black car on green grass field during daytime,canon,Canon EOS 400D DIGITAL,100.0,5.6,38.0,0.004,1117,972,16,2,6663.204981493547
fd7aa54b76,Sunday,13,37,39,1,2228,3343,0.67,Boris VII,blackadn white Tuxedo kitten,canon,Canon EOS 30D,400.0,5.6,48.0,0.0166666666666666,1238,555,1,1,5685.340212854078
67472adfbd,Thursday,21,49,43,1,7360,4912,1.5,,seashore golden hour,nikon,NIKON D800,160.0,4.0,35.0,0.004,1324,916,22,0,6615.40126333294
c1932eceed,Tuesday,11,37,20,1,4680,3100,1.51,The earth’s third largest monolith captured from third longest train(2.8km). Both located in the “red zone” of Mauritania.,beige tent on sand,nikon,NIKON D7000,100.0,11.0,38.0,0.004,1565,1504,6,0,5961.601915950722
39aec237cd,Friday,1,12,40,1,3024,4032,0.75,Tarpon springs storm cloud,gray clouds,samsung,SM-G970U,64.0,1.5,4.3,0.0083333333333333,1317,1750,21,0,7050.360777911361
2a5059ff8a,Monday,13,29,15,1,8192,5461,1.5,,blue cloudy sky during daytime,nikon,NIKON Z 7,64.0,7.1,200.0,0.0125,1496,1693,17,3,6696.673380364939
57f2568e71,Thursday,15,50,30,1,3117,4676,0.67,,black pug puppy,canon,Canon EOS 6D,6400.0,5.6,65.0,0.025,1570,1032,3,0,5757.501634147944
5c469466df,Friday,23,23,47,1,7360,4912,1.5,,brown short coated dog covered with blue blanket,nikon,NIKON D810,2500.0,1.4,35.0,0.008,1071,2191,2,0,5401.833045498468
099882916d,Thursday,8,34,38,1,3952,5030,0.79,,astronaut miniature figure on smartphone turned on,nikon,NIKON D3300,1000.0,4.0,26.0,0.0166666666666666,1458,2273,0,2,5305.285913325151
2a144da498,Saturday,3,45,36,1,6048,4024,1.5,,green leaves in black background,nikon,NIKON Z 6,100.0,2.0,200.0,0.00125,1113,10722,7,0,6341.9252461883
75fba694b8,Sunday,11,25,25,1,4000,6000,0.67,Dazzle,,sony,ILCE-7M2,1250.0,1.8,50.0,0.0769230769230769,1581,3066,3,0,5971.309261495309
5995a8d52b,Monday,9,40,53,1,3456,5184,0.67,,white wood logs on sand,canon,Canon EOS 1300D,100.0,5.0,20.0,0.005,1447,5166,4,0,5983.227451022459
a50e8acc28,Friday,2,55,2,1,5760,3840,1.5,,ocean beside mountain covered by snow,canon,Canon EOS 5D Mark III,250.0,2.8,45.0,0.0005,1506,1708,19,0,6658.811704552796
102a80b748,Monday,9,55,45,1,2856,1632,1.75,,brown wooden fence on mountain,gopro,HERO3+ Black Edition,100.0,2.8,2.8,0.0006131207847946,2812,6671,13,2,8593.781982514676
